siteID,Lake_name,Other_names,lake_or_reservoir,location,region,latitude,longitude,elevation_m,mean_depth_m,max_depth_m,surface_area_km2,volume_km3,source,sampling_depth,time_period,contributor
280,Superior.B45001,,Lake,Canada United States,Eastern North America,48.04,-87.77,184,148,406,81935.7,12221,Austin/Schneider,0,JAS,Jay Austin jaustin@d.umn.edu; Phillip Schneider ps@nilu.no
281,Superior.B45004,,Lake,Canada United States,Eastern North America,47.58,-86.58,184,148,406,81935.7,12221,Austin/Schneider,0,JAS,Jay Austin jaustin@d.umn.edu; Phillip Schneider ps@nilu.no
282,Superior.B45006,,Lake,Canada United States,Eastern North America,47.33,-89.79,184,148,406,81935.7,12221,Austin/Schneider,0,JAS,Jay Austin jaustin@d.umn.edu; Phillip Schneider ps@nilu.no
283,Superior.Center,,Lake,Canada United States,Eastern North America,48.05,-87.09,184,148,406,81935.7,12221,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
284,Swan,,Lake,Canada,Eastern North America,46.36,-81.11,286,2.8,8.8,0.05,1.62E-04,Rusak,0,JAS,Jim Rusak Jim.Rusak@ontario.ca
304,Trout.Lake,,Lake,United States Wisconsin,Eastern North America,46.03,-89.66,491,14.6,35.7,14.2,0.2,NTL LTER,0,JAS,Jordan Read jread@usgs.gov
306,Tulemalu,,Lake,Canada ,Eastern North America,62.95,-99.34,279,,,656.8,,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
332,Whitepine,,Lake,Canada,Eastern North America,47.38,-80.61,422,7,22,0.84,5.92E-03,Bailey,0,JAS,John Bailey jbailey@laurentian.ca
334,Wingra,,Lake,United States,Eastern North America,43.05,-89.41,257.86,2.7,6.7,1.39,3.77E-03,NTL LTER,0,JAS,Jordan Read jread@usgs.gov
335,Winnebago,,Lake,United States ,Eastern North America,44.02,-88.41,229,4.7,7,526.1,4.1,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
336,Winnipeg,,Lake,Canada ,Eastern North America,53.39,-98.39,217,12,36,23809.3,284,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
337,Winnipegosis,,Lake,Canada ,Eastern North America,52.66,-99.86,252,4.24,18.3,5167.1,19.8,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
8,Allgjuttern,,Lake,Sweden,Europe,57.94,16.09,126.3,11.4,40.7,0.18,2.10E-03,Weyhenmeyer,0,JAS,Gesa  Weyhenmeyer Gesa.Weyhenmeyer@ebc.uu.se
11,Annecy,,Lake,France,Europe,45.86,6.16,447,41,65,27,1.1,Anneville,2.5,JAS,Orlane Anneville orlane.anneville@thonon.inra.fr
25,Balaton,,Lake,Hungary ,Europe,46.98,18.06,126,3.25,12.2,578.2,1.9,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
34,Beloye,,Lake,Russia ,Europe,60.18,37.64,122,4.5,20,1095.4,6.2,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
43,Bourget,,Lake,France Savoie ,Europe,45.73,5.86,231,80,145,44,3.52,Anneville,2,JAS,Orlane Anneville orlane.anneville@thonon.inra.fr
46,Brunnsjon,Brunnsjön,Lake,Sweden,Europe,56.59,15.72,94.4,5.3,10.6,0.1,5.71E-04,Weyhenmeyer,0,JAS,Gesa  Wehenmeyer Gesa.Weyhenmeyer@ebc.uu.se
90,Erken,,Lake,Sweden,Europe,59.84,18.58,11.1,9,20.65,23.7,0.21,Weyhenmeyer,1,JAS,Gesa  Wehenmeyer Gesa.Weyhenmeyer@ebc.uu.se
93,Feeagh,,Lake,Ireland,Europe,53.92,-9.57,20,14.5,45,3.92,0.05,de Eyoto,0,JAS,Elvira de Eyto elvira.deeyto@marine.ie
94,Fiolen,,Lake,Sweden,Europe,57.09,14.52,226,3.8,10.5,1.63,6.21E-03,Weyhenmeyer,0,JAS,Gesa  Wehenmeyer Gesa.Weyhenmeyer@ebc.uu.se
97,Fracksjon,Fracksjön,Lake,Sweden,Europe,58.14,12.18,58,6,14.5,0.27,1.62E-03,Weyhenmeyer,0,JAS,Gesa  Wehenmeyer Gesa.Weyhenmeyer@ebc.uu.se
99,Garda,,Lake,Italy,Europe,45.53,10.64,65,133,350,368,49,Salmaso,0,JAS,Nico Salmaso nico.salmaso@fmach.it
100,Geneva,,Lake,Switzerland France,Europe,46.46,6.58,372.05,152.7,309.7,580.1,88.9,Anneville,0,JAS,Orlane Anneville orlane.anneville@thonon.inra.fr
103,Gorkovskoye,,Reservoir,Russia ,Europe,57.21,43.1,87,5.5,22,936.8,8.82,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
108,Greifensee,,Lake,Switzerland,Europe,47.35,8.67,435,17.8,32,8.49,0.15,Livingstone,0,JAS,David Livingstone living@eawag.ch
129,IlMen,,Reservoir,Russia ,Europe,58.25,31.21,15,3.4,10,982,,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
130,Inari,,Lake,Finland,Europe,68.85,28.28,120,14,92,1110,15.1,Kuusisto,0,JAS,Esko Kuusisto esko.kuusisto@ymparisto.fi
136,Kallavesi,,Lake,Finland,Europe,62.9,27.73,82,9,90,898,7.99,Kuusisto,0,JAS,Esko Kuusisto esko.kuusisto@ymparisto.fi
142,Kevojarvi,Kevojärvi,Lake,Finland,Europe,69.75,27,75,11,35,1,0.01,Kuusisto,0,JAS,Esko Kuusisto esko.kuusisto@ymparisto.fi
146,Kremenshugskoye,,Reservoir,Ukraine ,Europe,49.23,32.78,78,6.87,,1964.9,13.5,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
148,Kuybyshevskoye,,Reservoir,Russia ,Europe,55.29,49.61,56,8,41,5003.3,57.3,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
157,Ladoga,,Lake,Russia ,Europe,60.77,31.64,11,51,230,17539.1,837,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
159,Lappajarvi,Lappajärvi,Lake,Finland,Europe,63.26,23.63,70,7,38,141,1.07,Kuusisto,0,JAS,Esko Kuusisto esko.kuusisto@ymparisto.fi
161,Limfjorden,,Lake,Denmark ,Europe,56.95,9.06,3,44.86,24,900,54.17,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
163,Loch.Leven,,Lake,Scotland,Europe,56.19,-3.37,107,3.9,25.5,13.3,0.09,May,0,JAS,Linda May lmay@ceh.ac.uk
167,Lower.Zurich,,Lake,Switzerland,Europe,47.29,8.58,406,50.2,136,66.61,3.34,Livingstone,0,JAS,David Livingstone living@eawag.ch
168,Maggiore,,Lake,Italy,Europe,45.95,8.63,193.88,176.5,370,212.5,37.5,Rogora,0,JAS,Michela Rogora m.rogora@ise.cnr.it
170,Malaren,Mälaren,Lake,Sweden,Europe,59.5,17.2,0.3,12.8,63,1096,14.03,Weyhenmeyer,0.5,JAS,Gesa  Wehenmeyer Gesa.Weyhenmeyer@ebc.uu.se
185,Mondsee,,Lake,Austria,Europe,47.83,13.38,481,36,68.3,14.2,0.49,Dokulil &Teubner,0,JAS,Martin Dokulil  martin.dokulil@univie.ac.at; Katrin Teubner katrin.teubner@univie.ac.at
189,Muggelsee,Müggelsee,Lake,Germany,Europe,52.43,13.65,32,4.9,8,7.3,0.03,Adrian,0.5,JAS,Rita Adrian adrian@igb-berlin.de
196,Neusiedler.See,Ferto,Lake,Austria B bordering Hungary,Europe,47.75,16.75,116,1.2,1.8,315,0.25,Dokulil,0,JAS,Martin Dokulil martin.dokulil@univie.ac.at 
211,Onegh,Onega,Lake,Russia ,Europe,61.65,35.53,56,30,120,9608.1,280,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
222,Orta,,Lake,Italy,Europe,45.81,8.4,290,72,143,18.15,1.24,Rogora,0,JAS,Michela Rogora m.rogora@ise.cnr.it
223,Ovre Skarjon, Övre Skärjön,Lake,Sweden,Europe,59.83,15.55,218.7,5.7,32,1.72,9.91E-03,Weyhenmeyer,0,JAS,Gesa  Wehenmeyer Gesa.Weyhenmeyer@ebc.uu.se
224,Paajarvi.Lappajarvi,,lake,H_me Finland,Europe,61.05,25.16,102,15,85,13.4,0.2,Arvola,0,JAS,Lauri Arvola lauri.arvola@helsinki.fi
225,Paijanne,"Murtoselka, Päijänne",Lake,Finland,Europe,61.52,25.5,78,16,95.3,1080,0.2,Kuusisto,0,JAS,Kuusisto esko.kuusisto@ymparisto.fi 
226,Peipsi..Peipus..Mehikoorma,Chudskoye,Lake,Russia Estonia,Europe,58.79,27.43,29,7.1,15.3,3552.8,25,Noges,0,JAS,Tiina and Peeter Noges tiina.noges@emu.ee and peeter.noges@emu.ee
227,Peipsi..Peipus..Mustvee,Chudskoye,Lake,Russia Estonia,Europe,58.79,27.43,29,7.1,15.3,3552.8,25,Noges,0,JAS,Tiina and Peeter Noges tiina.noges@emu.ee and peeter.noges@emu.ee
228,Peipsi..Peipus..Praaga,Chudskoye,Lake,Russia Estonia,Europe,58.79,27.43,29,7.1,15.3,3552.8,25,Noges,0,JAS,Tiina and Peeter Noges tiina.noges@emu.ee and peeter.noges@emu.ee
231,Pielavesi,,Lake,Finland,Europe,63.21,26.66,102,6,27,110,0.66,Kuusisto,0,JAS,Esko Kuusisto esko.kuusisto@ymparisto.fi
232,Pielinen,,Lake,Finland,Europe,63.53,29.13,94,9,60,870,8.5,Kuusisto,0,JAS,Esko Kuusisto esko.kuusisto@ymparisto.fi
234,Plusssee,,Lake,Germany,Europe,54.15,10.38,24,9.4,28,0.14,1.35E-03,Mueller-Navarra,0,JAS,Doerthe Mueller-Navarra doerthe.mueller-navarra@uni-hamburg.de
237,Pyhaselka.Kaskesniemi,Pyhäselkä,Lake,Finland,Europe,62.46,29.76,75.9,10,70,229,2.29,Voutilainen,1,JAS,Ari Voutilainen ari.voutilainen@uef.fi
238,Pyhaselka.Kokonluoto,Pyhäselkä,Lake,Finland,Europe,62.46,29.76,75.9,10,70,229,2.29,Voutilainen,1,JAS,Ari Voutilainen ari.voutilainen@uef.fi
239,Pyhaselka.Noljakansaaret,Pyhäselkä,Lake,Finland,Europe,62.46,29.76,75.9,10,70,229,2.29,Voutilainen,1,JAS,Ari Voutilainen ari.voutilainen@uef.fi
240,Pyhaselka.Pyhasaari,Pyhäselkä.Pyhäsaari,Lake,Finland,Europe,62.46,29.76,75.9,10,70,229,2.29,Voutilainen,1,JAS,Ari Voutilainen ari.voutilainen@uef.fi
243,Razelm,Razim,Lake,Romania ,Europe,44.91,28.94,1,,2.5,508.6,,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
247,Remmarsjon,Remmarsjön,Lake,Sweden,Europe,63.86,18.27,234.1,5.2,14.4,1.36,7.02E-03,Weyhenmeyer,0,JAS,Gesa  Wehenmeyer Gesa.Weyhenmeyer@ebc.uu.se
249,Rotehogstjarnen,Rotehogstjärnen,Lake,Sweden,Europe,58.81,11.61,120.5,3.4,9.4,0.16,5.71E-04,Weyhenmeyer,0,JAS,Gesa  Wehenmeyer Gesa.Weyhenmeyer@ebc.uu.se
253,Rybinkskoye,,Reservoir,Russia ,Europe,58.41,38.51,108,5.6,28,3926.6,25.4,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
254,Saimaa,,Lake,Finland,Europe,61.08,28.26,76,12,82,4400,36,Kuusisto,0,JAS,Esko Kuusisto esko.kuusisto@ymparisto.fi
263,Segozero,,Lake,Russia ,Europe,63.27,33.7,129,6.2,103,784.1,17.8,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
268,Skargolen,Skärgölen,Lake,Sweden,Europe,57.77,15.58,72,7,12.5,0.15,1.08E-03,Weyhenmeyer,0,JAS,Gesa  Wehenmeyer Gesa.Weyhenmeyer@ebc.uu.se
274,St Skarsjon, Övre Skärjön,Lake,Sweden,Europe,56.67,13.06,60,3.8,11.5,0.31,1.17E-03,Weyhenmeyer,0,JAS,Gesa  Wehenmeyer Gesa.Weyhenmeyer@ebc.uu.se
276,Stechlinsee,,Lake,Germany Brandenburg,Europe,53.16,13.03,60,23,68,4.3,1.56,Adrian,0,JAS,Peter Kasprzak daphnia@igb-berlin.de
277,Stensjon,Stensjön,Lake,Sweden,Europe,58.09,14.83,268,4.2,8.5,0.56,2.41E-03,Weyhenmeyer,0,JAS,Gesa  Wehenmeyer Gesa.Weyhenmeyer@ebc.uu.se
278,Stora Envattern,Stora Envättern,Lake,Sweden,Europe,59.11,17.35,62,5,11.2,0.37,1.85E-03,Weyhenmeyer,0,JAS,Gesa  Wehenmeyer Gesa.Weyhenmeyer@ebc.uu.se
305,Tsimlyanskoye,,Reservoir,Russia ,Europe,47.71,42.37,28,8.8,35,2242.4,23.7,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
312,Upper.Constance,,Lake,Germany,Europe,47.65,9.3,395,101,254,472,48.53,Straile,1,JAS,Dietmar Straile Dietmar.Straile@uni-konstanz.de
313,Upper.Zurich,,Lake,Switzerland,Europe,47.2,8.83,406,19.6,48,21.69,0.42,Livingstone,0,JAS,David Livingstone living@eawag.ch
316,Valkea.Kotinen,,lake,Finland,Europe,61.24,25.06,154,2.5,6.5,0.04,1.00E-04,Arvola,0,JAS,Lauri Arvola lauri.arvola@helsinki.fi
318,Vanern,Vänern,Lake,Sweden ,Europe,59.06,13.6,45,27,106,5650,153,Weyhenmeyer,0,JAS,Gesa  Wehenmeyer Gesa.Weyhenmeyer@ebc.uu.se
319,Vattern,,Lake,Sweden ,Europe,58.33,14.56,91,40,128,1890,74,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
320,Vattern.at.Motala.Kraftverk,,Lake,Sweden,Europe,58.33,14.56,91,40,128,1890,74,Weyhenmeyer,5,JAS,Gesa  Wehenmeyer Gesa.Weyhenmeyer@ebc.uu.se
321,Vattern.at.Rassnas,,Lake,Sweden,Europe,58.33,14.56,91,40,128,1890,74,Weyhenmeyer,5,JAS,Gesa  Wehenmeyer Gesa.Weyhenmeyer@ebc.uu.se
322,Vattern.at.Vadstena,,Lake,Sweden,Europe,58.33,14.56,91,40,128,1890,74,Wehenmeyer,5,JAS,Gesa  Wehenmeyer Gesa.Weyhenmeyer@ebc.uu.se
325,Vortsjarv,Võrtsjärv,Lake,Estonia central,Europe,58.26,26.03,33.6,2.8,6,270,0.76,Noges,0,JAS,Tiina and Peeter Noges tiina.noges@emu.ee and peeter.noges@emu.ee
326,Walenstadt,,Lake,Switzerland,Europe,47.12,9.21,419,104.5,151,24.13,2.52,Livingstone,0,JAS,David Livingstone living@eawag.ch
338,Woerther.See,,Lake,Austria K,Europe,46.63,14.15,439,41.9,85.2,19.39,0.81,Dokulil,0,JAS,Martin Dokulil martin.dokulil@univie.ac.at 
14,Aral.Sea,,Lake,Kazakhstan Uzbekistan,Middle East,44.8,58.44,42,16,67,65966.8,625,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
22,Bahral.Milh,Razazza,Reservoir,Iraq ,Middle East,32.74,43.53,36,14,40,1810,25,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
35,Beysehir,,Lake,Turkey ,Middle East,37.7,31.56,1148,5,9,659.6,3.00E-03,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
48,BuhayratAthTharthar,,Reservoir,Iraq ,Middle East,33.88,43.3,48,40,65,2119.4,35.18,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
59,Caspian.Sea,,Lake,Kazakhstan Russia Turkmenistan Azerbaijan Iran,Middle East,42.19,50.49,-22,182,1025,378119.3,78200,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
81,Dead.Sea,,Lake,Jordan West Bank Israel,Middle East,31.45,35.48,-404,145,433,739.4,147,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
144,Kinneret,,Lake,Israel,Middle East,32.83,35.58,-209,25.6,43,170,4,Rimmer,0,JAS,Alon Rimmer alon@ocean.org.il
259,Sarykamyshskoye,,Lake,Turkmenistan ,Middle East,41.86,57.5,-12,,,752.4,,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
265,Sevan,,Lake,Armenia ,Middle East,40.29,45.4,1876,41,86,1249.9,58.5,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
314,Urmia,,Lake,Iran ,Middle East,37.92,45.24,1271,5,16,4963.4,45,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
317,Van,,Lake,Turkey ,Middle East,38.63,42.69,1638,171,451,3537.9,607,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
6,Alexandrina,,Lake,Australia ,Oceania,-35.42,139.21,20,2,5,862.5,1.62,Satellite,skin,JFM,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
16,Argyle,,Reservoir,Australia ,Oceania,-16.29,128.82,79,10.92,63,980,10.7,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
28,Barossa.Reservoir,,Reservoir,Australia,Oceania,-34.65,138.84,230.2,7.28,25.92,0.62,4.50E-03,Daly,0,JFM,Rob Daly Rob.Daly@sawater.com.au
30,Bay,,Lake,Philippines ,Oceania,14.41,121.13,12,2.8,7.3,883.7,3.2,Satellite,skin,JFM,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
33,Beetaloo.Reservoir,,Reservoir,Australia,Oceania,-33.18,138.21,367.4,9.63,24.25,0.33,3.20E-03,Daly,0,JFM,Rob Daly Rob.Daly@sawater.com.au
49,Burragorang.14.km.S.of.Dam.Wall,,Reservoir,Australia,Oceania,-33.88,150.6,116.7,27.1,105,75,2.03,Schultz,0,JFM,Tracey Schultz Tracey.Schultz@sca.nsw.gov.au
50,Burragorang.4.km.Butchers,,Reservoir,Australia,Oceania,-33.88,150.6,116.7,27.1,105,75,2.03,Schultz,0,JFM,Tracey Schultz Tracey.Schultz@sca.nsw.gov.au
51,Burragorang.500m.S.of.Dam.Wall,,Reservoir,Australia,Oceania,-33.88,150.6,116.7,27.1,105,75,2.03,Schultz,0,JFM, Schultz Tracey.Schultz@sca.nsw.gov.au
52,Burragorang.9.km.S.of.Dam.Wall,,Reservoir,Australia,Oceania,-33.88,150.6,116.7,27.1,105,75,2.03,Schultz,0,JFM,Tracey Schultz Tracey.Schultz@sca.nsw.gov.au
53,Burragorang.at.Woll.Arm,,Reservoir,Australia,Oceania,-33.88,150.6,116.7,27.1,105,75,2.03,Schultz,0,JFM,Tracey Schultz Tracey.Schultz@sca.nsw.gov.au
57,Cardinia,,Reservoir,Australia,Oceania,-37.96,145.41,167,22.2,81,12.95,0.28,Haydon,0,JFM,Shane Haydon shane.haydon@melbournewater.com.au
60,Cataract,,Reservoir,Australia,Oceania,-34.27,150.8,289.9,11.5,46,8.46,0.09,Schultz,0,JFM,Tracey Schultz Tracey.Schultz@sca.nsw.gov.au
76,Cordeaux,,Reservoir,Australia,Oceania,-34.34,150.75,303.7,12,52,7.8,0.09,Schultz,0,JFM,Tracey Schultz Tracey.Schultz@sca.nsw.gov.au
96,Fitzroy,,Reservoir,Australia,Oceania,-34.65,150.49,663.5,4.8,10,4.82,0.02,Schultz,0,JFM,Tracey Schultz Tracey.Schultz@sca.nsw.gov.au
107,Greenvale,,Reservoir,Australia,Oceania,-37.63,144.9,167.2,15.4,39,1.74,0.02,Haydon,0,JFM,Shane Haydon shane.haydon@melbournewater.com.au
112,Happy.Valley.Reservoir,,Reservoir,Australia,Oceania,-35.07,138.57,145.3,6.51,20.16,1.78,0.01,Daly,0,JFM,Rob Daly Rob.Daly@sawater.com.au
121,Hope.Valley.Reservoir,,Reservoir,Australia,Oceania,-34.85,138.68,103.4,5.46,13.34,0.52,2.80E-03,Daly,0,JFM,Rob Daly Rob.Daly@sawater.com.au
137,Kangaroo.Creek.Reservoir,,Reservoir,Australia,Oceania,-34.86,138.79,237.5,18.6,47.38,1.03,0.01,Brookes,0,JFM,Justin Brookes justin.brookes@adelaide.edu.au
162,Little.Para.Reservoir,,Reservoir,Australia,Oceania,-34.75,138.72,141.8,16.64,,1.25,0.02,Daly,0,JFM,Rob Daly Rob.Daly@sawater.com.au
176,Maroondah,,Reservoir,Australia,Oceania,-37.63,145.56,123.94,,41,1.97,,Brookes,0,JFM,Justin Brookes justin.brookes@adelaide.edu.au
184,Millbrook.Reservoir,,Reservoir,Australia,Oceania,-34.82,138.81,326.3,9.26,24.96,1.78,0.01,Daly,0,JFM,Rob Daly Rob.Daly@sawater.com.au
188,Mount.Bold.Reservoir,,Reservoir,Australia,Oceania,-35.12,138.71,306.5,14.99,41.45,3.08,0.04,Daly,0,JFM,Rob Daly Rob.Daly@sawater.com.au
191,Myponga.Reservoir,,Reservoir,Australia,Oceania,-35.4,138.44,225.6,9.57,44.08,2.8,0.02,Daly,0,JFM,Rob Daly Rob.Daly@sawater.com.au
202,North.Pine.Dam_Samsonvale,,Reservoir,Australia,Oceania,-27.26,152.93,39.6,42.33,24.9,20.75,0.51,Watkinson,0,JFM,Andrew Watkinson Andrew.Watkinson@seqwater.com.au
250,Rotorua,,Lake,New Zealand,Oceania,-38.08,176.26,280,11,44.8,80.47,0.87,Allan,0,JFM,Mat Allan mga1@waikato.ac.nz; David Hamilton davidh@waikato.ac.nz
266,Silvan,,Lake,Australia,Oceania,-37.83,145.41,248,,40,3.33,0.04,Brookes,0,JFM,Justin Brookes justin.brookes@adelaide.edu.au
272,South.Para.Reservoir,,Reservoir,Australia,Oceania,-34.7,138.86,253.7,11.33,39,4,0.04,Daly,10,JFM,Rob Daly Rob.Daly@sawater.com.au
279,Sugarloaf,,Reservoir,Australia,Oceania,-37.1,143.4,178,21.9,77.7,4.4,0.09,Brookes,0,JFM,Justin Brookes justin.brookes@adelaide.edu.au
297,Tarawera,,Lake,New Zealand,Oceania,-38.2,176.42,298,57,87.5,39,2.3,Allan,,JFM,Mat Allan mat.g.allan@gmail.com; David Hamilton davidh@waikato.ac.nz
298,Taupo,,Lake,New Zealand ,Oceania,-38.79,175.92,395,110,186,600.5,60,Verburg,1,JFM,Piet Verburg piet.verburg@niwa.co.nz
302,Tod.Reservoir,,Reservoir,Australia,Oceania,-34.48,135.85,113.1,8.43,,1.34,0.01,Daly,0,JFM,Rob Daly Rob.Daly@sawater.com.au
309,U..Yarra,,Reservoir,Australia,Oceania,-37.68,145.92,366.6,26.7,80.6,7.5,0.2,Haydon,0,JFM,Shane Haydon shane.haydon@melbournewater.com.au
328,Warren.Reservoir,,Reservoir,Australia,Oceania,-34.71,138.93,395.8,4.56,13.8,1.05,4.80E-03,Daly,0,JFM,Rob Daly Rob.Daly@sawater.com.au
331,Waterfall.Gully_Mt.Curtis,,Reservoir,Australia,Oceania,32.2094,116.0786,,,,,,Brookes,0,JFM,Justin Brookes justin.brookes@adelaide.edu.au
333,Wingecarribee,,Reservoir,Australia,Oceania,-34.54,150.48,677.5,4.1,12,6.26,0.02,Tracey Schultz,0,JFM,Tracey Schultz Tracey.Schultz@sca.nsw.gov.au
339,Yan.Yean,,Reservoir,Australia,Oceania,-37.55,145.14,183.2,5.4,8.4,5.6,0.03,Haydon,0,JFM,Shane Haydon shane.haydon@melbournewater.com.au
15,Argentina,,Lake,Argentina Chile,South America,-50.23,-72.36,225,150,500,1401.9,219.9,Satellite,skin,JFM,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
20,Atitlan,,Lake,Guatemala ,South America,14.7,-91.19,1615,220,342,123.6,24,Satellite,skin,JFM,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
38,Blommesteinmeer.Brokopondo,,Reservoir,Suriname ,South America,4.86,-55.05,46,11.5,46.9,1631.4,22.7,Satellite,skin,JFM,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
47,Buenos.Aires,,Lake,Chile Argentina,South America,-46.49,-71.45,451,,586,1848.2,,Satellite,skin,JFM,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
68,Chiquita,,Lake,Argentina ,South America,-30.65,-62.49,66,3.5,19,2011.9,5.02,Satellite,skin,JFM,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
70,Chocon,Embalse Ezequiel Ramos Mejia,Reservoir,Argentina ,South America,-39.52,-69.07,393,24.7,60,811.9,20.15,Satellite,skin,JFM,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
75,Colhue.Huapi,,Lake,Argentina ,South America,-45.54,-68.73,251,2,5.5,813.9,1.62,Satellite,skin,JFM,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
132,Itaparica,,Reservoir,Brazil ,South America,-9.71,-41.73,417,18,101,8779.1,10.7,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
133,Izabal,,Lake,Guatemala ,South America,15.49,-89.14,47,12.62,18,673.29,8.5,Satellite,skin,JFM,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
160,Lianquihui,,Lake,Chile ,South America,-41.12,-72.78,56,182,317,865.9,158.6,Satellite,skin,JFM,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
174,Managua,,Lake,Nicaragua ,South America,12.37,-86.36,56,7.8,26,1023.8,7.97,Satellite,skin,JFM,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
200,Nicaragua,,Lake,Nicaragua ,South America,11.37,-85.2,31,13.75,70,7851.5,108,Satellite,skin,JFM,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
236,Poopo,,Lake,Bolivia ,South America,-19.01,-66.96,3679,0.5,3,3011,3.41,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
301,Titicaca,,Lake,Peru Bolivia,South America,-15.78,-69.4,3827,107,281,8270.6,893,Satellite,skin,JAS,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
324,Viedma,,Lake,Argentina ,South America,-49.55,-72.81,297,2.57,,1047.4,2.7,Satellite,skin,JFM,Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov
12,Annie,,Lake,United States,Southeastern North America,27.2,-81.35,33.7,6,21,0.36,3.00E-03,Archbold Biological Station,0,JAS,Kye Ewing kewing@archbold-station.org; Hilary Swain hswain@archbold-station.org
